Time(Iteration),CUCB_Attack_prop=1,CUCB_Attack_prop=2,CUCB_Attack_prop=3
0,6,6,16
1,5,5,21
2,5,5,9
3,6,6,16
4,10,5,19
5,7,8,19
6,9,5,10
7,11,7,24
8,7,8,9
9,6,7,22
10,6,5,19
11,6,7,6
12,10,7,8
13,10,5,18
14,5,5,13
15,5,5,20
16,5,5,11
17,7,5,17
18,5,5,21
19,5,6,9
20,5,11,11
21,7,8,13
22,11,6,20
23,6,7,9
24,5,7,7
25,7,8,24
26,10,9,11
27,11,9,24
28,8,5,12
29,9,8,7
30,10,22,5
31,7,20,11
32,7,13,9
33,10,15,8
34,10,16,6
35,7,16,9
36,5,6,12
37,6,7,6
38,5,8,7
39,7,18,17
40,6,12,5
41,12,5,21
42,6,14,16
43,8,6,13
44,9,5,5
45,6,17,9
46,10,5,5
47,5,7,7
48,6,5,24
49,7,5,8
50,10,7,7
51,7,5,12
52,5,7,11
53,5,5,7
54,10,5,30
55,10,9,9
56,5,10,9
57,5,11,5
58,5,5,7
59,6,14,12
60,5,8,8
61,7,10,14
62,5,6,18
63,7,8,7
64,6,6,6
65,6,5,29
66,5,7,21
67,6,6,5
68,5,9,8
69,10,11,5
70,7,5,5
71,5,7,10
72,6,8,5
73,10,12,8
74,9,8,26
75,6,10,7
76,6,5,25
77,5,16,11
78,6,6,7
79,5,13,8
80,7,9,5
81,8,6,7
82,6,6,16
83,5,5,8
84,5,5,5
85,5,5,7
86,5,7,12
87,5,5,28
88,5,6,8
89,5,12,10
90,11,6,6
91,6,6,5
92,7,6,12
93,9,7,17
94,5,6,13
95,9,7,6
96,5,8,11
97,7,20,7
98,5,7,7
99,6,6,21
100,5,12,8
101,6,6,22
102,6,10,19
103,10,10,12
104,6,11,5
105,9,5,16
106,11,17,5
107,10,13,8
108,6,7,7
109,6,5,11
110,11,5,7
111,5,11,6
112,11,7,12
113,10,13,8
114,11,5,6
115,8,10,21
116,11,12,26
117,5,8,8
118,6,5,7
119,5,13,6
120,5,7,17
121,5,5,5
122,8,8,6
123,6,7,14
124,6,6,9
125,5,12,6
126,5,13,8
127,8,5,15
128,7,14,13
129,5,7,11
130,5,8,9
131,5,5,6
132,5,9,9
133,5,20,9
134,6,6,8
135,5,6,6
136,9,16,5
137,13,15,13
138,6,10,5
139,6,7,5
140,7,15,5
141,9,5,5
142,6,8,17
143,5,10,5
144,5,8,6
145,5,5,11
146,6,5,18
147,11,6,6
148,8,7,12
149,10,12,25
150,6,5,5
151,6,5,5
152,10,11,19
153,12,5,14
154,7,7,23
155,5,7,8
156,13,5,19
157,10,5,6
158,6,11,9
159,17,14,7
160,14,6,21
161,6,7,11
162,14,5,24
163,16,5,5
164,8,5,7
165,5,5,10
166,5,19,7
167,6,17,14
168,7,6,9
169,5,9,12
170,6,10,6
171,14,7,5
